PlayerID,LastName,FirstName,TeamID,player_total_wins,player_total_losses
415,Lee,Ira,1112,22,14
416,Luther,Ryan,1112,22,14
417,Markkanen,Lauri,1112,22,14
418,Mason,Trey,1112,22,14
419,McConnell,T.J.,1112,22,14
420,Mellon,Drew,1112,22,14
421,Pinder,Keanu,1112,22,14
422,Pitts,Elliott,1112,22,14
423,Randolph,Brandon,1112,22,14
424,Ristic,Dusan,1112,22,14
425,Simmons,Kobi,1112,22,14
426,Simon,Justin,1112,22,14
427,Smith,Dylan,1112,22,14
428,Spence,Alec,1112,22,14
429,Tarczewski,Kaleb,1112,22,14
430,Tollefsen,Mark,1112,22,14
431,Trier,Allonzo,1112,22,14
432,Trillo,Tyler,1112,22,14
433,Victor,Craig,1112,22,14
434,Weyand,Matt,1112,22,14
435,Williams,Brandon,1112,22,14
436,York,Gabe,1112,22,14
437,Adams,Andre,1113,3,5
438,Atwood,Willie,1113,3,5
439,Barnes,Bo,1113,3,5
440,Blakes,Gerry,1113,3,5
441,Cheatham,Zylan,1113,3,5
442,Cherry,Taeshon ,1113,3,5
443,Cunliffe,Sam,1113,3,5
444,Dort,Luguentz ,1113,3,5
445,Edwards,Rob,1113,3,5
446,Evans II,Shannon,1113,3,5
447,Feit,Kyle ,1113,3,5
448,Fogerty,Grant,1113,3,5
449,Gilling,Jonathan,1113,3,5
450,Goodman,Savon,1113,3,5
451,Graham,Torian,1113,3,5
452,Harris,Tyler,1113,3,5
453,Holder,Tra,1113,3,5
454,Jackson,Romaine,1113,3,5
455,Jacobsen,Eric,1113,3,5
456,Justice,Kodi,1113,3,5
457,Lake,De'Quon,1113,3,5
458,Lawrence,Kimani,1113,3,5
459,Lawson,Shazier,1113,3,5
460,MacDougall,Connor,1113,3,5
461,Martin,Remy,1113,3,5
462,McKissic,Shaquielle,1113,3,5
463,Mitchell,Mickey,1113,3,5
464,Murphy,Corban,1113,3,5
465,Murray,Chance,1113,3,5
466,O'Field,Maurice,1113,3,5
467,Odionu,Chris,1113,3,5
468,Oleka,Obinna,1113,3,5
469,Roggin,Jack ,1113,3,5
470,Salzman,Jordan,1113,3,5
471,Scott,Roosevelt,1113,3,5
472,Shibel,Vitaliy,1113,3,5
473,Spight,Andre,1113,3,5
474,Thompson,Trevor,1113,3,5
475,Tshisumpa,Jethro,1113,3,5
476,Tummala,Sai,1113,3,5
477,Valtonen,Elias ,1113,3,5
478,Vila,Ramon,1113,3,5
479,White,Romello,1113,3,5
480,Witherill,Austin,1113,3,5
481,Bankston,Kris,1114,1,2
482,Billings,Stetson,1114,1,2
483,Black,Anthony,1114,1,2
484,Black,Oliver,1114,1,2
485,Brady,Brandon,1114,1,2
486,Brown,Andre,1114,1,2
487,Burns,Deondre,1114,1,2
488,Carson,Cezanne,1114,1,2
489,Corcoran,Cameron,1114,1,2
490,Curtis II,Terrell,1114,1,2
491,Dillard,Ben,1114,1,2
492,Gilmore,K.J.,1114,1,2
493,Goldman,Shandon,1114,1,2
494,Green,Daniel,1114,1,2
495,Hadzic,Damir,1114,1,2
496,Hagins,Josh,1114,1,2
497,Harley,Khari,1114,1,2
498,Hill,Maurius,1114,1,2
499,Isom,Mareik,1114,1,2
500,Jackson,Jalen,1114,1,2
501,Johnson,Kamani,1114,1,2
502,Johnson Jr.,Marcus,1114,1,2
503,Jones,Andre,1114,1,2
504,Koljanin,Dani,1114,1,2
505,Leeper,Gus,1114,1,2
506,Lottie,Jaizec,1114,1,2
507,Marcus,Ben,1114,1,2
508,Maric,Nikola,1114,1,2
509,Mompremier,Wadly,1114,1,2
510,Moorman,Evan,1114,1,2
511,Nowell,Markquis,1114,1,2
512,Osse,Kemy,1114,1,2
513,Pippins,Ryan,1114,1,2
514,Reedus,Camron,1114,1,2
515,Reid,James,1114,1,2
516,Ruttley,Jermaine,1114,1,2
517,Shoshi,Lis,1114,1,2
518,Smith,Devonte,1114,1,2
519,Thomas,J.T.,1114,1,2
520,Tucker,Rayjon,1114,1,2
521,Washington,Jerron,1114,1,2
522,White,James,1114,1,2
523,Woods,Roger,1114,1,2
524,Wyatt Jr.,Horace,1114,1,2
525,Banks	,Trevor ,1115,1,1
526,Banyard,Terrance,1115,1,1
527,Bassey	,Isaac ,1115,1,1
528,Bayless,Deshon,1115,1,1
529,Berry,Devin,1115,1,1
530,Brown,Jordan,1115,1,1
531,Campbell,Khalid,1115,1,1
532,Carter,Marquell ,1115,1,1
533,Cox,Austin,1115,1,1
534,Cunningham,Joe'Randle,1115,1,1
535,Cunningham,Marquis,1115,1,1
536,Davis Jr,Anthony ,1115,1,1
537,Doss	,Shaun ,1115,1,1
538,Floyd,Jaylon,1115,1,1
539,Hammond,Tevin,1115,1,1
540,Handley,Thaddeus,1115,1,1
541,Hardy,Quamauri,1115,1,1
542,Harper,Travon,1115,1,1
543,Jackson,Charles,1115,1,1
544,Johnson,Larry,1115,1,1
545,Love,Jovaughn,1115,1,1
546,Lynch,Jaquan,1115,1,1
547,McDyess,Artavious,1115,1,1
548,McIntrye,Deandre,1115,1,1
549,McKinney,Kennedy,1115,1,1
550,Mcknight,Martaveous,1115,1,1
551,Mcnair,Jordan,1115,1,1
552,Mosley,Marcel,1115,1,1
553,Parker,Chauncy,1115,1,1
554,Posey,Cameron,1115,1,1
555,Ridgell,William,1115,1,1
556,Robertson,Christian,1115,1,1
557,Robinson,Ghiavonni,1115,1,1
558,Smith,Chris ,1115,1,1
559,Sprinkle,J'Breun,1115,1,1
560,Steen,Trent,1115,1,1
561,Steen,Trent,1115,1,1
562,Tillman,David,1115,1,1
563,Tillman,David,1115,1,1
564,Tingle,Sean,1115,1,1
565,Turner,Cedric,1115,1,1
566,Wallace,Marcus,1115,1,1
567,Whitfield,Dwayne,1115,1,1
568,Whiting,Trent,1115,1,1
569,Young,Jared,1115,1,1
570,Babb,Nick,1116,3,6
571,Bailey,Adrio,1116,3,6
572,Barford,Jaylen,1116,3,6
573,Beard,Anton,1116,3,6
574,Bell,Anthlon,1116,3,6
575,Chaney,Reggie,1116,3,6
576,Cook,Arlando,1116,3,6
577,Durham,Jabril,1116,3,6
578,Embery-Simpson,Keyshawn,1116,3,6
579,Gafford,Daniel,1116,3,6
580,Hall,Darious,1116,3,6
581,Hannahs,Dusty,1116,3,6
582,Harris,Alandise,1116,3,6
583,Harris,Jalen,1116,3,6
584,Hazen,Brachen,1116,3,6
585,Henderson,Ethan,1116,3,6
586,Holmes,Jonathan,1116,3,6
587,Jenkins,Lorenzo,1116,3,6
588,Joe,Isaiah,1116,3,6
589,Jones,C.J.,1116,3,6
590,Jones,Mason,1116,3,6
591,Kingsley,Moses,1116,3,6
592,Kouassi,Willy,1116,3,6
593,Macon,Daryl,1116,3,6
594,Madden,Rashad,1116,3,6
595,Miles,Keaton,1116,3,6
596,Mosiman,Jake,1116,3,6
597,Osabuohien,Gabe,1116,3,6
598,Phillips,Jordan,1116,3,6
599,Plummer,JT,1116,3,6
600,Portis,Bobby,1116,3,6
601,Qualls,Michael,1116,3,6
602,Sills,Desi,1116,3,6
603,Simmons,Tristan,1116,3,6
604,Stevens,Ty,1116,3,6
605,Thomas,Dustin,1116,3,6
606,Thompson,Trey,1116,3,6
607,Watkins,Manuale,1116,3,6
608,Whitt,Jimmy,1116,3,6
609,Williams,Jacorey,1116,3,6
692,Allison,Zach,1120,7,3
693,Blackstock,Cole,1120,7,3
694,Bowers,Cinmeon,1120,7,3
695,Brown,Bryce,1120,7,3
696,Canada,Malcolm,1120,7,3
697,Canty,Kareem,1120,7,3
698,Cohen,Mike,1120,7,3
699,Collier,Thomas,1120,7,3
700,Cook,Preston,1120,7,3
701,Doughty,Samir,1120,7,3
702,Dunans,T.J.,1120,7,3
703,Dunbar,Malik,1120,7,3
704,Easterling,Brett,1120,7,3
705,Granger,Jordon,1120,7,3
706,Granger,Jordon,1120,7,3
707,Harper,Jared,1120,7,3
708,Harrell,KT,1120,7,3
709,Harris,Tyler,1120,7,3
710,Heron,Mustapha,1120,7,3
711,Holmes,C.J.,1120,7,3
712,Johnson,Ronnie,1120,7,3
713,Keim,Patrick,1120,7,3
714,Lang,TJ,1120,7,3
715,Maasdorp,Chase,1120,7,3
716,Macoy,Will,1120,7,3
717,Mason,Antoine,1120,7,3
718,McCormick,J'Von,1120,7,3
719,McLemore,Anfernee,1120,7,3
720,Mitchell,Davion,1120,7,3
721,Murray,Desean,1120,7,3
722,Okeke,Chuma,1120,7,3
723,Parker,Myles,1120,7,3
724,Purchase,Jack,1120,7,3
725,Purifoy,Danjel,1120,7,3
726,Reed,Trayvon,1120,7,3
727,Ross-Miller,KC,1120,7,3
728,Shamsid-Deen,Tahj,1120,7,3
729,Smith,Laron,1120,7,3
730,Spencer,Horace,1120,7,3
731,Stockton,Cole,1120,7,3
732,Tate,Tray,1120,7,3
733,Thompson,Alex,1120,7,3
734,Waddell,Devin,1120,7,3
735,Walker,Jonathan,1120,7,3
736,Wiley,Austin,1120,7,3
737,Williams,Devontae,1120,7,3
738,Williams,New,1120,7,3
805,Allen,Darius,1124,11,8
806,Bandoo,Devonte,1124,11,8
807,Butler,Jared,1124,11,8
808,Chery,Kenny,1124,11,8
809,Clark,Tristan,1124,11,8
810,Davis,Jonathan,1124,11,8
811,Deng,Deng,1124,11,8
812,Freeman,Al,1124,11,8
813,Gathers,Rico,1124,11,8
814,Gillespie,Freddie,1124,11,8
815,Heard,John,1124,11,8
816,Jolly,Tyson,1124,11,8
817,Kegler,Mario,1124,11,8
818,Lecomte,Manu,1124,11,8
819,Lindsey,Jake,1124,11,8
820,Lual-Acuil Jr.,Jo,1124,11,8
821,Mason,Makai,1124,11,8
822,Maston,Terry,1124,11,8
823,Mayer,Matthew,1124,11,8
824,McClure,King,1124,11,8
825,Medford,Lester,1124,11,8
826,Mills,Austin,1124,11,8
827,Mitchell,Wendell,1124,11,8
828,Motley,Johnathan,1124,11,8
829,O'Neale,Royce,1124,11,8
830,Okeke,Obim,1124,11,8
831,Omot,Nuni,1124,11,8
832,Prince,Taurean,1124,11,8
833,Thamba,Flo,1124,11,8
834,Vital,Mark,1124,11,8
835,Wainright,Ishmail,1124,11,8
836,Adelsperger,Seth,1125,1,8
837,Barnette,Taylor,1125,1,8
838,Benkert,Michael,1125,1,8
839,Bradds,Evan,1125,1,8
840,Bradshaw,Craig,1125,1,8
841,Chamberlain,Reece,1125,1,8
842,Chowbay,Caleb,1125,1,8
843,Egekeze,Amanze,1125,1,8
844,Hadden,Tyler,1125,1,8
845,Hollander,Caleb,1125,1,8
846,Hopkins,Nick,1125,1,8
847,Kunkel,Adam,1125,1,8
848,Laidig,Jeff,1125,1,8
849,Lester,Josh,1125,1,8
850,Luke,Austin,1125,1,8
851,Mayernick,Michael,1125,1,8
852,McClain,Kevin,1125,1,8
853,Mercer,Mack,1125,1,8
854,Mobley,Holden,1125,1,8
855,Murphy,Grayson,1125,1,8
856,Muszynski,Nick,1125,1,8
857,Pierson,Tate,1125,1,8
858,Sabin,Derek,1125,1,8
859,Sampson,Burton,1125,1,8
860,Smith,Nick,1125,1,8
861,Suedekum,Garrett,1125,1,8
862,Turner,Spencer,1125,1,8
863,Windler,Dylan,1125,1,8
970,Baker Jr.,Vin,1130,5,5
971,Barnes-Thompkins,Sammy,1130,5,5
972,Barros,Jordan,1130,5,5
973,Batten,Dimitri,1130,5,5
974,Bohuny,Mac,1130,5,5
975,Bowman,Ky,1130,5,5
976,Brown,Aaron,1130,5,5
977,Cain Carney,John,1130,5,5
978,Carter,Eli,1130,5,5
979,Caudill,Kyle,1130,5,5
980,Chatman,Jordan,1130,5,5
981,Clifford,Dennis,1130,5,5
982,Diallo,Idy,1130,5,5
983,DiLuccio,Matt,1130,5,5
984,Donahue,Sam,1130,5,5
985,Dragicevich,Alex,1130,5,5
986,Gehan,Gordon,1130,5,5
987,Ghebremichael,Aser,1130,5,5
988,Graves,Ty,1130,5,5
989,Hamilton,Jairus,1130,5,5
990,Hamilton,Jared,1130,5,5
991,Hanlan,Olivier,1130,5,5
992,Hawkins,Deontae,1130,5,5
993,Heckmann,Patrick,1130,5,5
994,Herren Jr.,Chris,1130,5,5
995,Hicks,Darryl,1130,5,5
996,Holtze,Sam,1130,5,5
997,Jackowitz,Will,1130,5,5
998,Jackson,Lonnie,1130,5,5
999,Jeffers,Mo,1130,5,5
1000,Kraljevic,Luka,1130,5,5
1001,Magarity,Will,1130,5,5
1002,Meznieks,Ervins,1130,5,5
1003,Milon,Matt,1130,5,5
1004,Mitchell,Steffon,1130,5,5
1005,Odio,Eddie,1130,5,5
1006,Owens,Garland,1130,5,5
1007,Perpiglia,Steve,1130,5,5
1008,Popovic,Nik,1130,5,5
1009,Reyes,Johncarlos,1130,5,5
1010,Robinson,Jerome,1130,5,5
1011,Sagay,Mike,1130,5,5
1012,Tabbs,Wynston,1130,5,5
1013,Tava,Connar,1130,5,5
1014,Turner,A.J.,1130,5,5
1015,Wilson,Avery,1130,5,5
1086,Bar,Koch,1133,2,2
1087,Barker,Callum,1133,2,2
1088,Barnes,Auston,1133,2,2
1089,Bell,Ka'Darryl,1133,2,2
1090,Boya,Ari,1133,2,2
1091,Brown,Darrell,1133,2,2
1092,Brummett,Armon,1133,2,2
1093,Childs,Elijah,1133,2,2
1094,Cooper,Davante,1133,2,2
1095,Cunningham,Josh,1133,2,2
1096,Fields,Anthony,1133,2,2
1097,Foster,Alex,1133,2,2
1098,Grier,Omari,1133,2,2
1099,Griffith,Lou,1133,2,2
1100,Hanley,Peter,1133,2,2
1101,Henry,Ja'Shon,1133,2,2
1102,Hodgson,Jayden,1133,2,2
1103,James,Scottie,1133,2,2
1104,Jones,Warren,1133,2,2
1105,Kane,Jackson,1133,2,2
1106,Kennell,Nate,1133,2,2
1107,Lautier-Ogunleye,Dwayne,1133,2,2
1108,Lundy,Luqman,1133,2,2
1109,McBride,D'Angelo,1133,2,2
1110,McGlaston,Jojo,1133,2,2
1111,Morgan,Jermaine,1133,2,2
1112,Okafor,Joel,1133,2,2
1113,Pittman,Antoine,1133,2,2
1114,Shaw,Mike,1133,2,2
1115,Stipanovich,Ryan,1133,2,2
1116,Suggs,Ronnie,1133,2,2
1117,Sutherland,Tramique,1133,2,2
1118,Taylor,Xzavier,1133,2,2
1119,Thomas,Donte,1133,2,2
1120,van Bree,Luuk,1133,2,2
1121,Wells,Nate,1133,2,2
1190,Azzinaro,John,1137,2,6
1191,Banas,Matt,1137,2,6
1192,Brown,Stephen,1137,2,6
1193,Ellis,Walter,1137,2,6
1194,Foulland,Nana,1137,2,6
1195,Frazier,Ryan,1137,2,6
1196,Funk,Andrew,1137,2,6
1197,Hass,Chris,1137,2,6
1198,Hoffman,Dom,1137,2,6
1199,Jones,Nate,1137,2,6
1200,Kaspar,Steven,1137,2,6
1201,Mackenzie,Kimbal,1137,2,6
1202,MacLeay,D.J.,1137,2,6
1203,Meeks,John,1137,2,6
1204,Moore,Bruce,1137,2,6
1205,Newman,Paul,1137,2,6
1206,O'Reilly,Matt,1137,2,6
1207,Oberfeld,Ben,1137,2,6
1208,Robertson,Ben,1137,2,6
1209,Sechan,Jordan,1137,2,6
1210,Sestina,Nate,1137,2,6
1211,Show,J.C.,1137,2,6
1212,Singleton,Joshea,1137,2,6
1213,Sotos,Jimmy,1137,2,6
1214,Spear,Kahliel,1137,2,6
1215,Starkey,Cory,1137,2,6
1216,Thomas,Zach,1137,2,6
1217,Toomer,Avi,1137,2,6
1218,Agorioge,Gabe,1138,2,4
1219,Bearden,Lamonte,1138,2,4
1220,Bertram,Brock,1138,2,4
1221,Caruthers,Dontay,1138,2,4
1222,Clark,Wes,1138,2,4
1223,Conner,Willie,1138,2,4
1224,Diane,Mory,1138,2,4
1225,DiSalvo,Zac,1138,2,4
1226,Evans II,Shannon,1138,2,4
1227,Fagan,Tra'Von,1138,2,4
1228,Ford,Xavier,1138,2,4
1229,Frasco,Bobby,1138,2,4
1230,Graves,Jayvon,1138,2,4
1231,Hamilton,Blake,1138,2,4
1232,Harris,Jeremy,1138,2,4
1233,Johnson,Dominic,1138,2,4
1234,Johnson,Raheem,1138,2,4
1235,Johnson,Raheem,1138,2,4
1236,Jones,James,1138,2,4
1237,Jordan,Davonta,1138,2,4
1238,Kadiri,David,1138,2,4
1239,Massinburg,CJ,1138,2,4
1240,McKinzie,Quate,1138,2,4
1241,McRae,Montell,1138,2,4
1242,Moss,Justin,1138,2,4
1243,Moultrie,Colby,1138,2,4
1244,Perkins,Nick,1138,2,4
1245,Pino,Christian,1138,2,4
1246,Rakicevic,Nikola,1138,2,4
1247,Reese,James,1138,2,4
1248,Regan,Will,1138,2,4
1249,Segu,Ronaldo,1138,2,4
1250,Skeete,Jarryn,1138,2,4
1251,Smart,Ikenna,1138,2,4
1252,Wigginton,Rodell,1138,2,4
1253,Williams,Jeenathan,1138,2,4
1254,Aldridge,Jackson,1139,21,11
1255,Baddley,Henry,1139,21,11
1256,Baldwin,Kamar,1139,21,11
1257,Barlow,Alexander,1139,21,11
1258,Bennett,Steven,1139,21,11
1259,Brunk,Joey,1139,21,11
1260,Chrabascz,Andrew,1139,21,11
1261,David,Christian,1139,21,11
1262,Davis,Jackson,1139,21,11
1263,Donovan,Campbell,1139,21,11
1264,Dunham,Kellen,1139,21,11
1265,Etherington,Austin,1139,21,11
1266,Fowler,Nate,1139,21,11
1267,Gathers,Jordan,1139,21,11
1268,Gillens-Butler,Jerald,1139,21,11
1269,Golden,Bryce,1139,21,11
1270,Jones,Roosevelt,1139,21,11
1271,Jorgensen,Paul,1139,21,11
1272,Lewis,Tyler,1139,21,11
1273,Lewis,Tyler,1139,21,11
1274,Martin,Kelan,1139,21,11
1275,McDermott,Sean,1139,21,11
1276,Pettus,Trey,1139,21,11
1277,Savage,Kethan,1139,21,11
1278,Thompson,Aaron,1139,21,11
1279,Tucker,Jordan,1139,21,11
1280,Wideman,Tyler,1139,21,11
1281,Woods,Kameron,1139,21,11
1282,Woodson,Avery,1139,21,11
1283,Ainge,Cooper,1140,4,10
1284,Andrus,Ryan,1140,4,10
1285,Austin,Nate,1140,4,10
1286,Aytes,Jamal,1140,4,10
1287,Bartley,Frank,1140,4,10
1288,Baxter,Gavin,1140,4,10
1289,Beo,Steven,1140,4,10
1290,Bergersen,Rylan,1140,4,10
1291,Brown,Kajon,1140,4,10
1292,Bryant,Elijah,1140,4,10
1293,Calvert,Cory,1140,4,10
1294,Cannon,McKay,1140,4,10
1295,Chatman,Jordan,1140,4,10
1296,Childs,Yoeli,1140,4,10
1297,Collinsworth,Kyle,1140,4,10
1298,Dastrup,Payton,1140,4,10
1299,Davis,Kyle,1140,4,10
1300,Ellis,Jordan,1140,4,10
1301,Emery,Nick,1140,4,10
1302,Fischer,Chase,1140,4,10
1303,Frampton,Zach,1140,4,10
1304,Guinn,Davin,1140,4,10
1305,Halford,Skyler,1140,4,10
1306,Harding,Connor,1140,4,10
1307,Hardnett,Jahshire,1140,4,10
1308,Hartsock,Jakob,1140,4,10
1309,Haws,TJ,1140,4,10
1310,Haws,Tyler,1140,4,10
1311,Kaufusi,Corbin,1140,4,10
1312,Lee,Kolby,1140,4,10
1313,Leifson,Colby,1140,4,10
1314,Maughan,Taylor,1140,4,10
1315,Mika,Eric,1140,4,10
1316,Neilson,Isaac,1140,4,10
1317,Nixon,Dalton,1140,4,10
1318,Nixon,Dalton,1140,4,10
1319,Rose,L.J.,1140,4,10
1320,Seljaas,Zac,1140,4,10
1321,Sharp,Josh,1140,4,10
1322,Shaw,Braiden,1140,4,10
1323,Toolson,Jake,1140,4,10
1324,Troy,Evan,1140,4,10
1325,Winder,Anson,1140,4,10
1326,Worthington,Luke,1140,4,10
1327,Worthington,Luke,1140,4,10
1328,Austin Jr,Larry,1141,1,1
1329,Beachler,Matt,1141,1,1
1330,Beachnau,Tanner,1141,1,1
1331,Boswell,Jason,1141,1,1
1332,Burrell,Romelo ,1141,1,1
1333,Cabarkapa,Milos,1141,1,1
1334,DiLeo,David,1141,1,1
1335,Ervin,Austin,1141,1,1
1336,Fowler,Chris,1141,1,1
1337,France III,Tedaro,1141,1,1
1338,Hale,Hunter,1141,1,1
1339,Hibbitts,Blake,1141,1,1
1340,Hibbitts,Blake,1141,1,1
1341,Israelson,Cole,1141,1,1
1342,Joubert,Janeau,1141,1,1
1343,Keel,Austin,1141,1,1
1344,Keene,Marcus,1141,1,1
1345,Kemp,Michael,1141,1,1
1346,Kozinski,Adam,1141,1,1
1347,Kozinski,Josh,1141,1,1
1348,Krannitz,Spencer,1141,1,1
1349,Larkins,Tony,1141,1,1
1350,McCarty,John,1141,1,1
1351,McKay,Kevin,1141,1,1
1352,Meyer,Luke,1141,1,1
1353,Montgomery,Rob,1141,1,1
1354,Morgan,Dallas ,1141,1,1
1355,Nwoko,Innocent,1141,1,1
1356,Peppers,Gavin,1141,1,1
1357,Rayson,Braylon,1141,1,1
1358,Redman,Corey,1141,1,1
1359,Roundtree,Shawn,1141,1,1
1360,Rule,Jamarrio,1141,1,1
1361,Scott,Darohn,1141,1,1
1362,Simmons,Rayshawn,1141,1,1
1363,Simons,John,1141,1,1
1364,Smith,Matty,1141,1,1
1365,Stewart,Austin,1141,1,1
1366,Webber-Mitchell,Colton,1141,1,1
1367,Williams,Cecil,1141,1,1
1368,Abrams,Aleks,1142,1,1
1369,Alexander,Job,1142,1,1
1370,Awich,Joel,1142,1,1
1371,Ballard,Junior,1142,1,1
1372,Bennett,Brian,1142,1,1
1373,Bolden,Michael,1142,1,1
1374,Carr,Daxton,1142,1,1
1375,Crowe,Mark,1142,1,1
1376,Fields,Donovan,1142,1,1
1377,Ganis,Alberto,1142,1,1
1378,Garoza,Karlis,1142,1,1
1379,Garrick,Marcellus,1142,1,1
1380,Gordon,Zach,1142,1,1
1381,Hollingsworth,Hank,1142,1,1
1382,Jaakkola,Tuukka,1142,1,1
1383,James,Iziah,1142,1,1
1384,John,Trevor,1142,1,1
1385,Joseph,Victor,1142,1,1
1386,Logue,KJ,1142,1,1
1387,Love,Maliik,1142,1,1
1388,Martin,Josh,1142,1,1
1389,Meikle,Luke,1142,1,1
1390,Mishler,Josh,1142,1,1
1391,Morgan,Reese,1142,1,1
1392,Niziol,Kuba,1142,1,1
1393,Nwaba,David,1142,1,1
1394,Patterson,Mark,1142,1,1
1395,Raven,Alec,1142,1,1
1396,Rice,Jared,1142,1,1
1397,Shead,Jaylen,1142,1,1
1398,Shipley,Ridge,1142,1,1
1399,Silvestri,Anthony,1142,1,1
1400,Sutlive,Taylor,1142,1,1
1401,Toth,Kyle,1142,1,1
1402,Toth,Kyle,1142,1,1
1403,Anticevich,Grant,1143,3,7
1404,Austin,Paris,1143,3,7
1405,Behrens,Christian,1143,3,7
1406,Bird,Jabari,1143,3,7
1407,Bradley,Matt,1143,3,7
1408,Brown,Jaylen,1143,3,7
1409,Chauca,Brandon,1143,3,7
1410,Coleman,Don,1143,3,7
1411,Davis,Roman,1143,3,7
1412,Domingo,Stephen,1143,3,7
1413,Erving,Jules,1143,3,7
1414,Glapion,Brenden,1143,3,7
1415,Gordon,Jacobi,1143,3,7
1416,Hamilton,Nick,1143,3,7
1417,Harris-Dyson,Juhwan,1143,3,7
1418,Kelly,Andre,1143,3,7
1419,Kerr,Nick,1143,3,7
1420,King,Derek,1143,3,7
1421,Kravish,David,1143,3,7
1422,Kurdoghlian,Koko,1143,3,7
1423,Lee,Marcus,1143,3,7
1424,Mathews,Jordan,1143,3,7
1425,McCullough,Austin,1143,3,7
1426,McNeill,Darius,1143,3,7
1427,Moore,Charlie,1143,3,7
1428,Moute a Bidias,Roger,1143,3,7
1429,Mullins,Grant,1143,3,7
1430,Okoroh,Kingsley,1143,3,7
1431,Orender,Jacob,1143,3,7
1432,Rabb,Ivan,1143,3,7
1433,Rooks,Kameron,1143,3,7
1434,Serge,David,1143,3,7
1435,Singer,Sam,1143,3,7
1436,Sueing,Justice,1143,3,7
1437,Tarwater,Dwight,1143,3,7
1438,Vanover,Connor,1143,3,7
1439,Wallace,Tyrone,1143,3,7
1440,Welle,Blake,1143,3,7
1441,Welle,Cole,1143,3,7
1442,Winston,Deschon,1143,3,7
1752,Bart,Jackson,1153,8,12
1753,Blissitt Jr.,Rob,1153,8,12
